Time	RotTorq	YawBrFxp	YawBrFyp
497.0	642100.0	194000.0	-5898.0
497.05	642000.0	193500.0	-5964.0
497.1	641300.0	192200.0	-6072.0
497.15	639900.0	191800.0	-6473.0
497.2	638400.0	193300.0	-7122.0
497.25	637400.0	196600.0	-7751.0
497.3	637000.0	200300.0	-8089.0
497.35	636900.0	203000.0	-8077.999999999999
497.4	637200.0	203900.0	-7890.0
497.45	637600.0	203700.0	-7810.0
497.5	638500.0	203400.0	-7980.0
497.55	639100.0	203900.0	-8325.0
497.6	639500.0	204900.0	-8571.0
497.65	639900.0	205700.0	-8477.0
497.7	640200.0	205700.0	-8074.0
497.75	640100.0	205000.0	-7588.0
497.8	639600.0	203800.0	-7265.0
497.85	638400.0	202400.0	-7192.0
497.9	637100.0	200800.0	-7199.0
497.95	636800.0	198600.0	-6958.0
498.0	638000.0	195800.0	-6308.0
498.05	639800.0	192600.0	-5444.0
498.1	641900.0	190000.0	-4687.0
498.15	643700.0	188500.0	-4227.0
498.2	644800.0	187900.0	-4008.0
498.25	643800.0	187400.0	-3794.0
498.3	641000.0	186200.0	-3281.0
498.35	637800.0	184700.0	-2384.0
498.4	635900.0	183000.0	-1321.0
498.45	636400.0	181600.0	-415.2
498.5	639400.0	180400.0	105.80000000000001
498.55	644200.0	179100.0	325.79999999999995
498.6	649400.0	177900.0	526.5
498.65	653200.0	177000.0	943.2
498.7	654100.0	176600.0	1620.0
498.75	652400.0	176500.0	2316.0
498.8	648700.0	176500.0	2729.0
498.85	644600.0	176900.0	2733.0
498.9	641800.0	178000.0	2498.0
498.95	641900.0	179600.0	2350.0
499.0	645300.0	181500.0	2459.0
499.05	650100.0	182700.0	2678.0
499.1	654500.0	183000.0	2733.0
499.15	656600.0	183100.0	2463.0
499.2	655800.0	184000.0	1953.0
499.25	652300.0	186500.0	1414.0
499.3	647700.0	190400.0	1056.0
499.35	643600.0	194300.0	872.4
499.4	642200.0	197200.0	728.7
499.45	644200.0	198500.0	395.1
499.5	648900.0	199300.0	-197.2
499.55	654400.0	200800.0	-968.0
499.6	657900.0	203400.0	-1762.0
499.65	657700.0	206500.0	-2406.0
499.7	653700.0	209400.0	-2843.0
499.75	647500.0	211500.0	-3175.0
499.8	641500.0	212900.0	-3594.0
499.85	638200.0	214200.0	-4215.0
499.9	638900.0	215700.0	-4987.0
499.95	643000.0	217100.0	-5753.0
500.0	648800.0	218100.0	-6359.0
500.05	653500.0	218200.0	-6769.0
500.1	655600.0	217600.0	-7021.0
500.15	653400.0	216700.0	-7302.0
500.2	647900.0	216200.0	-7685.0
500.25	641800.0	216100.0	-8087.999999999999
500.3	638000.0	216000.0	-8402.0
500.35	637900.0	215400.0	-8553.0
500.4	641500.0	213700.0	-8580.0
500.45	647100.0	210600.0	-8591.0
500.5	652000.0	206400.0	-8660.0
500.55	654200.0	201700.0	-8732.0
500.6	653200.0	197600.0	-8688.0
500.65	650000.0	194700.0	-8438.0
500.7	645200.0	192800.0	-8058.0
500.75	640600.0	191100.0	-7647.0
500.8	638000.0	188600.0	-7232.0
500.85	639000.0	184700.0	-6799.0
500.9	643300.0	179900.0	-6349.0
500.95	649200.0	175200.0	-5897.0
501.0	654000.0	171600.0	-5430.0
501.05	655900.0	169400.0	-4832.0
501.1	654200.0	168100.0	-4065.0000000000005
501.15	649400.0	166600.0	-3205.0
501.2	644300.0	164400.0	-2281.0
501.25	641600.0	161700.0	-1409.0
501.3	642700.0	159200.0	-734.1999999999999
501.35	648300.0	157800.0	-239.7
501.4	656100.0	157500.0	159.0
501.45	662800.0	157800.0	562.8
501.5	665700.0	158400.0	1095.0
501.55	663500.0	159100.0	1761.0
501.6	656900.0	160400.0	2432.0
501.65	648800.0	162300.0	2942.0
501.7	642700.0	165000.0	3199.0
501.75	640900.0	167700.0	3203.0
501.8	644000.0	169700.0	3088.0
501.85	650900.0	170900.0	3023.0
501.9	658500.0	172200.0	3062.0
501.95	663500.0	175000.0	3118.0
502.0	663100.0	179500.0	3019.0
502.05	657400.0	185100.0	2700.0
502.1	648900.0	190600.0	2267.0
502.15	641600.0	195200.0	1892.0
502.2	638000.0	198200.0	1598.0
502.25	639000.0	200400.0	1320.0
502.3	644500.0	203000.0	948.8
502.35	651300.0	206800.0	339.2
502.4	656200.0	211800.0	-508.70000000000005
502.45	656700.0	217100.0	-1413.0
502.5	652400.0	221500.0	-2154.0
502.55	645500.0	224600.0	-2628.0
502.6	639600.0	226600.0	-2921.0
502.65	637900.0	228200.0	-3296.0
502.7	641300.0	230100.0	-3989.0
502.75	648000.0	232500.0	-5029.0
502.8	654600.0	234900.0	-6184.0
502.85	658400.0	236300.0	-7092.0
502.9	658100.0	235900.0	-7555.0
502.95	654300.0	233900.0	-7716.0
503.0	648600.0	231200.0	-7946.0
503.05	643400.0	228700.0	-8492.0
503.1	640800.0	226900.0	-9305.0
503.15	641400.0	225200.0	-10100.0
503.2	645000.0	222800.0	-10550.0
503.25	649300.0	219100.0	-10590.0
503.3	651900.0	214100.0	-10410.0
503.35	651200.0	208300.0	-10300.0
503.4	647400.0	202900.0	-10400.0
503.45	642200.0	198500.0	-10600.0
503.5	637600.0	194800.0	-10650.0
503.55	636000.0	191300.0	-10330.0
503.6	638600.0	187000.0	-9668.0
503.65	644200.0	181600.0	-8991.0
503.7	649700.0	175400.0	-8561.0
503.75	652800.0	169400.0	-8365.0
503.8	652700.0	164300.0	-8085.000000000001
503.85	650100.0	160300.0	-7425.0
503.9	647000.0	156800.0	-6342.0
503.95	645100.0	153400.0	-5136.0
504.0	646000.0	149900.0	-4189.0
504.05	649300.0	146900.0	-3727.0
504.1	654300.0	144900.0	-3560.0
504.15	659200.0	144000.0	-3277.0
504.2	661600.0	143800.0	-2586.0
504.25	660600.0	143400.0	-1517.0
504.3	656800.0	143100.0	-362.09999999999997
504.35	651200.0	142900.0	472.1
504.4	645700.0	143600.0	830.5
504.45	643400.0	145900.0	907.1
504.5	645300.0	149600.0	990.7
504.55	650400.0	154000.0	1279.0
504.6	656000.0	158000.0	1755.0
504.65	659800.0	161200.0	2254.0
504.7	659700.0	164000.0	2543.0
504.75	655300.0	167600.0	2538.0
504.8	647900.0	172600.0	2329.0
504.85	640300.0	179200.0	2149.0
504.9	635900.0	186300.0	2156.0
504.95	636100.0	192500.0	2250.0
505.0	640400.0	197100.0	2162.0
505.05	646800.0	200900.0	1720.0
505.1	652900.0	205100.0	1016.0
505.15	656400.0	210300.0	339.8
505.2	655300.0	216200.0	-92.2
505.25	649700.0	221900.0	-292.9
505.3	643000.0	226700.0	-430.59999999999997
505.35	639100.0	230500.0	-785.0
505.4	639700.0	233500.0	-1551.0
505.45	644400.0	236400.0	-2641.0
505.5	651600.0	239300.0	-3713.0
505.55	657500.0	241700.0	-4495.0
505.6	659000.0	243200.0	-4943.0
505.65	655200.0	243600.0	-5242.0
505.7	647700.0	243000.0	-5611.0
505.75	639300.0	241900.0	-6202.0
505.8	633500.0	240700.0	-6985.0
505.85	632600.0	239400.0	-7793.0
505.9	636500.0	237700.0	-8447.0
505.95	643300.0	234900.0	-8854.0
506.0	649500.0	230800.0	-9094.0
506.05	652000.0	226200.0	-9292.0
506.1	649800.0	221500.0	-9512.0
506.15	643500.0	217000.0	-9781.0
506.2	636600.0	212300.0	-9990.0
506.25	631900.0	207200.0	-10060.0
506.3	631400.0	201200.0	-9989.0
506.35	635900.0	194300.0	-9832.0
506.4	643900.0	187200.0	-9663.0
506.45	651900.0	180300.0	-9517.0
506.5	657100.0	174000.0	-9283.0
506.55	657400.0	168000.0	-8865.0
506.6	653300.0	162400.0	-8234.0
506.65	647500.0	157200.0	-7462.0
506.7	643200.0	152700.0	-6714.0
506.75	643400.0	149200.0	-6091.0
506.8	648200.0	146500.0	-5604.0
506.85	655500.0	144100.0	-5198.0
506.9	661500.0	141500.0	-4779.0
506.95	663800.0	138700.0	-4187.0
507.0	661600.0	136200.0	-3408.0
507.05	655900.0	135000.0	-2554.0
507.1	648700.0	135600.0	-1814.0
507.15	642700.0	137900.0	-1324.0
507.2	640000.0	140700.0	-1059.0
507.25	642300.0	142900.0	-823.3000000000001
507.3	648400.0	144300.0	-466.5
507.35	655400.0	145800.0	14.47
507.4	660000.0	148800.0	502.2
507.45	659400.0	153400.0	839.7
507.5	653200.0	159200.0	994.7
507.55	644400.0	165000.0	1103.0
507.6	636800.0	170100.0	1286.0
507.65	633700.0	174800.0	1504.0
507.7	636400.0	179500.0	1610.0
507.75	643700.0	184900.0	1489.0
507.8	651900.0	190900.0	1149.0
507.85	657100.0	197400.0	741.1
507.9	657100.0	203700.0	443.3
507.95	652600.0	209300.0	364.5
508.0	645900.0	214400.0	391.2
508.05	640000.0	219600.0	283.7
508.1	637200.0	225200.0	-149.4
508.15	638600.0	230700.0	-882.4
508.2	642900.0	235200.0	-1726.0
508.25	647800.0	238500.0	-2445.0
508.3	650700.0	240500.0	-2903.0
508.35	649900.0	241900.0	-3172.0
508.4	644700.0	243200.0	-3475.0
508.45	637300.0	244800.0	-3957.0
508.5	630700.0	245900.0	-4627.0
508.55	627700.0	245600.0	-5328.0
508.6	629900.0	243500.0	-5895.0
508.65	636000.0	240200.0	-6311.0
508.7	643500.0	236800.0	-6658.0
508.75	649100.0	233800.0	-7030.0
508.8	649800.0	231100.0	-7475.0
508.85	645400.0	227900.0	-7928.0
508.9	637900.0	223600.0	-8254.0
508.95	630600.0	218000.0	-8406.0
509.0	627400.0	211500.0	-8428.0
509.05	629700.0	204900.0	-8458.0
509.1	637500.0	198500.0	-8568.0
509.15	647800.0	192100.0	-8728.0
509.2	657000.0	185700.0	-8796.0
509.25	661100.0	179600.0	-8692.0
509.3	658200.0	174300.0	-8445.0
509.35	650500.0	169900.0	-8099.0
509.4	641900.0	165600.0	-7763.0
509.45	637000.0	160800.0	-7482.0
509.5	637600.0	155400.0	-7257.0
509.55	643100.0	150200.0	-7039.0
509.6	650900.0	145700.0	-6746.0
509.65	657300.0	142400.0	-6322.0
509.7	659300.0	140200.0	-5800.0
509.75	656600.0	139200.0	-5229.0
509.8	650600.0	139100.0	-4719.0
509.85	644100.0	139400.0	-4328.0
509.9	639900.0	139500.0	-3988.0
509.95	639900.0	139400.0	-3579.0
510.0	644200.0	139700.0	-3054.0
510.05	650500.0	141100.0	-2492.0
510.1	655500.0	143700.0	-2043.0000000000002
510.15	657000.0	147300.0	-1758.0
510.2	653600.0	151500.0	-1585.0
510.25	646900.0	155900.0	-1368.0
510.3	639500.0	160200.0	-1026.0
510.35	634400.0	164400.0	-580.6
510.4	634000.0	168400.0	-159.5
510.45	637700.0	172400.0	64.41
510.5	643800.0	176700.0	69.41
510.55	650300.0	181800.0	5.0200000000000005
510.6	654200.0	187800.0	-14.120000000000001
510.65	653400.0	194300.0	12.8
510.7	647700.0	200400.0	63.12
510.75	639900.0	205500.0	133.8
510.8	632700.0	209700.0	139.8
510.85	629200.0	213600.0	30.09
510.9	630600.0	217900.0	-184.2
510.95	635700.0	222900.0	-494.90000000000003
511.0	641500.0	227700.0	-850.4000000000001
511.05	644900.0	231700.0	-1179.0
511.1	644100.0	234200.0	-1449.0
511.15	638600.0	235500.0	-1720.0
511.2	631200.0	236600.0	-2013.9999999999998
511.25	625200.0	237800.0	-2360.0
511.3	623300.0	239200.0	-2772.0
511.35	626300.0	239900.0	-3236.0
511.4	633000.0	239200.0	-3669.0
511.45	639900.0	236800.0	-4078.0000000000005
511.5	643700.0	233300.0	-4496.0
511.55	642900.0	229800.0	-4961.0
511.6	638000.0	226700.0	-5427.0
511.65	631700.0	223700.0	-5787.0
511.7	627000.0	220000.0	-5972.0
511.75	626500.0	214800.0	-6036.0
511.8	631000.0	208200.0	-6086.0
511.85	638800.0	201000.0	-6236.0
511.9	646600.0	194700.0	-6525.0
511.95	650900.0	189800.0	-6892.0
512.0	649900.0	186200.0	-7169.0
512.05	644300.0	182800.0	-7169.0
512.1	636700.0	178500.0	-6866.0
512.15	630400.0	172900.0	-6460.0
512.2	628500.0	166400.0	-6181.0
512.25	631500.0	160600.0	-6189.0
512.3	637500.0	156600.0	-6423.0
512.35	643900.0	154700.0	-6591.0
512.4	647900.0	153700.0	-6454.0
512.45	647600.0	152000.0	-6027.0
512.5	643300.0	148400.0	-5519.0
512.55	636400.0	143600.0	-5173.0
512.6	629600.0	139500.0	-5086.0
512.65	625600.0	137400.0	-5114.0
512.7	626200.0	137700.0	-4992.0
512.75	631500.0	139400.0	-4579.0
512.8	638500.0	140800.0	-4017.0000000000005
512.85	644200.0	140700.0	-3539.0
512.9	646100.0	139600.0	-3304.0
512.95	643600.0	139100.0	-3224.0
513.0	638000.0	140700.0	-3064.0
513.05	631200.0	144800.0	-2678.0
513.1	626000.0	150300.0	-2087.0
513.15	625400.0	155700.0	-1465.0
513.2	629900.0	160000.0	-1029.0
513.25	637200.0	163600.0	-956.5
513.3	643000.0	167900.0	-1208.0
513.35	644300.0	173700.0	-1462.0
513.4	640400.0	180500.0	-1411.0
513.45	632600.0	187300.0	-993.1999999999999
513.5	624000.0	193100.0	-446.5
513.55	618500.0	197500.0	-93.74000000000001
513.6	617700.0	201100.0	-166.2
513.65	621200.0	204800.0	-597.0999999999999
513.7	626800.0	209700.0	-1072.0
513.75	631500.0	215400.0	-1281.0
513.8	633200.0	220700.0	-1140.0
513.85	630500.0	224500.0	-895.8000000000001
513.9	624600.0	226600.0	-838.8
513.95	617500.0	227500.0	-1117.0
514.0	612100.0	228400.0	-1633.0
514.05	610600.0	229800.0	-2105.0
514.1	613400.0	231500.0	-2341.0
514.15	619100.0	232900.0	-2392.0
514.2	625100.0	233000.0	-2485.0
514.25	629100.0	231600.0	-2825.0
514.3	628500.0	228900.0	-3450.0
514.35	623900.0	225400.0	-4098.0
514.4	617900.0	221700.0	-4460.0
514.45	613700.0	218100.0	-4406.0
514.5	613800.0	214600.0	-4121.0
514.55	618200.0	211200.0	-4013.0
514.6	625100.0	207700.0	-4365.0
514.65	631400.0	203800.0	-5099.0
514.7	633700.0	199400.0	-5813.0
514.75	631300.0	194300.0	-6047.0
514.8	625700.0	188700.0	-5678.0
514.85	619600.0	182800.0	-5049.0
514.9	615800.0	177400.0	-4706.0
514.95	616100.0	172400.0	-4967.0
515.0	620000.0	168200.0	-5688.0
515.05	625400.0	164600.0	-6365.0
515.1	629800.0	161300.0	-6520.0
515.15	631300.0	157900.0	-6058.0
515.2	629100.0	154000.0	-5395.0
515.25	624100.0	149700.0	-5061.0
515.3	619500.0	145700.0	-5248.0
515.35	617800.0	142500.0	-5735.0
515.4	620000.0	140500.0	-6056.0
515.45	625300.0	139800.0	-5892.0
515.5	631400.0	140200.0	-5324.0
515.55	635300.0	141000.0	-4757.0
515.6	635000.0	141800.0	-4568.0
515.65	630200.0	142400.0	-4796.0
515.7	623000.0	143200.0	-5107.0
515.75	616900.0	144700.0	-5051.0
515.8	615300.0	147300.0	-4455.0
515.85	619000.0	151000.0	-3613.0
515.9	625500.0	155600.0	-3083.0
515.95	631400.0	160500.0	-3170.0
516.0	633600.0	165000.0	-3682.0
516.05	630900.0	169200.0	-4053.0
516.1	624500.0	173500.0	-3785.0
516.15	617200.0	178400.0	-2900.0
516.2	611600.0	184100.0	-1953.0
516.25	608900.0	189600.0	-1553.0
516.3	610000.0	194400.0	-1862.0
516.35	613800.0	198200.0	-2511.0
516.4	618600.0	201700.0	-2879.0
516.45	621700.0	205400.0	-2592.0
516.5	621100.0	209700.0	-1827.0
516.55	616500.0	214300.0	-1182.0
516.6	610100.0	218100.0	-1120.0
516.65	605600.0	220800.0	-1637.0
516.7	605000.0	222400.0	-2312.0
516.75	608000.0	223400.0	-2669.0
516.8	612600.0	224600.0	-2513.0
516.85	616600.0	226200.0	-2060.0
516.9	617800.0	227700.0	-1801.0
516.95	616300.0	228500.0	-2017.0
517.0	613600.0	227900.0	-2596.0
517.05	611400.0	225900.0	-3127.0
517.1	611100.0	222800.0	-3238.0
517.15	612500.0	219500.0	-2930.0
517.2	615300.0	216700.0	-2534.0
517.25	618300.0	214500.0	-2423.0
517.3	620100.0	212400.0	-2741.0
517.35	620600.0	209400.0	-3232.0
517.4	620200.0	205200.0	-3518.0
517.45	619900.0	200000.0	-3390.0
517.5	620000.0	194500.0	-3008.0
517.55	620200.0	189400.0	-2742.0
517.6	620800.0	185300.0	-2865.0
517.65	621300.0	182100.0	-3346.0
517.7	621500.0	179400.0	-3892.0
517.75	621200.0	176200.0	-4151.0
517.8	620500.0	171900.0	-4013.0
517.85	619400.0	166800.0	-3706.0
517.9	618300.0	161900.0	-3552.0
517.95	617600.0	158200.0	-3725.0
518.0	617800.0	156000.0	-4133.0
518.05	619300.0	154600.0	-4508.0
518.1	621700.0	153400.0	-4637.0
518.15	624000.0	151900.0	-4527.0
518.2	625000.0	150600.0	-4392.0
518.25	623300.0	150200.0	-4486.0
518.3	619400.0	151000.0	-4829.0
518.35	615400.0	152400.0	-5197.0
518.4	613400.0	153800.0	-5325.0
518.45	614400.0	154600.0	-5131.0
518.5	617400.0	155200.0	-4815.0
518.55	620300.0	156400.0	-4701.0
518.6	622700.0	159100.0	-4842.0
518.65	624000.0	163100.0	-5084.0
518.7	623400.0	167300.0	-5181.0
518.75	620800.0	170600.0	-5008.0
518.8	616400.0	172600.0	-4629.0
518.85	611000.0	174300.0	-4261.0
518.9	605700.0	176600.0	-4108.0
518.95	603000.0	180000.0	-4150.0
519.0	604900.0	184000.0	-4206.0
519.05	610600.0	187500.0	-4144.0
519.1	617500.0	190100.0	-3985.0
519.15	621700.0	191900.0	-3893.0
519.2	621100.0	193500.0	-3965.0
519.25	616400.0	195800.0	-4161.0
519.3	610000.0	199100.0	-4323.0
519.35	605100.0	202500.0	-4338.0
519.4	603700.0	204900.0	-4225.0
519.45	606300.0	205600.0	-4089.0000000000005
519.5	612100.0	205600.0	-4051.9999999999995
519.55	618600.0	206100.0	-4155.0
519.6	623500.0	208100.0	-4285.0
519.65	625200.0	211300.0	-4270.0
519.7	623500.0	214000.0	-3997.0
519.75	619900.0	214700.0	-3524.0
519.8	616000.0	213600.0	-3099.0
519.85	614200.0	212000.0	-2890.0
519.9	615000.0	211500.0	-2989.0
519.95	618500.0	212300.0	-3225.0
520.0	623500.0	213400.0	-3291.0
520.05	628200.0	213100.0	-3012.0
520.1	630400.0	210700.0	-2516.0
520.15	629300.0	207000.0	-2125.0
520.2	625600.0	204100.0	-2072.0
520.25	621000.0	203200.0	-2353.0
520.3	616900.0	203800.0	-2717.0
520.35	614800.0	204200.0	-2808.0
520.4	615400.0	202500.0	-2499.0
520.45	618200.0	198100.0	-1951.0
520.5	621500.0	192600.0	-1543.0
520.55	623500.0	188000.0	-1536.0
520.6	623400.0	186000.0	-1876.0
520.65	622000.0	186600.0	-2218.0
520.7	619900.0	187700.0	-2269.0
520.75	618900.0	186800.0	-1935.0
520.8	618800.0	183100.0	-1504.0
520.85	619000.0	177700.0	-1353.0
520.9	619300.0	172900.0	-1599.0
520.95	619700.0	170600.0	-2029.9999999999998
521.0	620800.0	170800.0	-2297.0
521.05	622300.0	171900.0	-2220.0
521.1	624000.0	171600.0	-1880.0
521.15	624700.0	169100.0	-1594.0
521.2	623900.0	165600.0	-1632.0
521.25	621100.0	163200.0	-1999.0
521.3	617600.0	163100.0	-2397.0
521.35	614800.0	164800.0	-2486.0
521.4	613900.0	166500.0	-2213.0
521.45	614900.0	166400.0	-1865.0
521.5	617100.0	164700.0	-1780.0
521.55	618700.0	163000.0	-2153.0
521.6	618900.0	163300.0	-2815.0
521.65	617400.0	166200.0	-3401.0
521.7	614700.0	170300.0	-3650.0
521.75	611200.0	173400.0	-3608.0
521.8	608000.0	173600.0	-3550.0
521.85	606200.0	171400.0	-3732.0
521.9	607300.0	169500.0	-4203.0
521.95	611000.0	170400.0	-4854.0
522.0	615600.0	174400.0	-5468.0
522.05	619900.0	179600.0	-5785.0
522.1	622300.0	183400.0	-5806.0
522.15	622200.0	184400.0	-5682.0
522.2	619100.0	183400.0	-5674.0
522.25	614700.0	182800.0	-5838.0
522.3	612000.0	184700.0	-6022.0
522.35	612900.0	188700.0	-6083.0
522.4	617800.0	192900.0	-5976.0
522.45	624800.0	195400.0	-5824.0
522.5	631200.0	195800.0	-5785.0
522.55	634400.0	195700.0	-5892.0
522.6	633400.0	197000.0	-6011.0
522.65	627800.0	200100.0	-6009.0
522.7	619900.0	203900.0	-5743.0
522.75	613500.0	206600.0	-5214.0
522.8	611800.0	206900.0	-4626.0
522.85	615700.0	205400.0	-4247.0
522.9	623300.0	204200.0	-4200.0
522.95	630000.0	205000.0	-4385.0
523.0	631900.0	207900.0	-4468.0
523.05	628300.0	211300.0	-4118.0
523.1	620500.0	212800.0	-3291.0
523.15	611700.0	211500.0	-2266.0
523.2	604900.0	208200.0	-1490.0
523.25	602800.0	205200.0	-1213.0
523.3	606700.0	204200.0	-1317.0
523.35	614900.0	204700.0	-1431.0
523.4	624200.0	204900.0	-1198.0
523.45	629700.0	203100.0	-610.0
523.5	628400.0	199000.0	117.7
523.55	620000.0	194400.0	683.6999999999999
523.6	608100.0	191100.0	980.0
523.65	598500.0	189800.0	1129.0
523.7	595800.0	189400.0	1325.0
523.75	601300.0	188000.0	1697.0
523.8	612400.0	184100.0	2141.0
523.85	623700.0	178600.0	2420.0
523.9	630100.0	173500.0	2429.0
523.95	628300.0	170800.0	2260.0
524.0	618700.0	170700.0	2153.0
524.05	605700.0	171600.0	2277.0
524.1	594600.0	171100.0	2532.0
524.15	590000.0	167800.0	2653.0
524.2	593200.0	162400.0	2389.0
524.25	603200.0	157400.0	1771.0
524.3	615700.0	154900.0	999.0
524.35	624900.0	155500.0	318.3
524.4	626000.0	157200.0	-147.60000000000002
524.45	618200.0	157500.0	-420.5
524.5	604800.0	155300.0	-653.2
524.55	592600.0	152200.0	-996.1999999999999
524.6	587800.0	150200.0	-1535.0
524.65	592700.0	150600.0	-2277.0
524.7	605800.0	153000.0	-3089.0
524.75	621400.0	155900.0	-3846.0
524.8	632600.0	157700.0	-4494.0
524.85	634700.0	158400.0	-5020.0
524.9	627600.0	159400.0	-5444.0
524.95	615200.0	161600.0	-5804.0
525.0	603500.0	165200.0	-6175.0
525.05	597700.0	169700.0	-6630.0
525.1	601000.0	174100.0	-7156.0
525.15	611800.0	177700.0	-7726.0
525.2	625100.0	180300.0	-8249.0
525.25	634700.0	182600.0	-8608.0
525.3	635900.0	185700.0	-8751.0
525.35	628600.0	190100.0	-8698.0
525.4	615800.0	195300.0	-8578.0
525.45	602900.0	200200.0	-8478.0
525.5	595200.0	204300.0	-8414.0
525.55	595900.0	207500.0	-8349.0
525.6	604000.0	209900.0	-8264.0
525.65	614900.0	212300.0	-8132.999999999999
525.7	623200.0	214900.0	-7920.0
525.75	624300.0	217900.0	-7597.0
525.8	617300.0	220700.0	-7156.0
525.85	605000.0	222700.0	-6627.0
525.9	592800.0	223400.0	-6057.0
525.95	586500.0	222700.0	-5480.0
526.0	589100.0	221400.0	-4923.0
526.05	598600.0	220000.0	-4415.0
526.1	610100.0	218500.0	-3927.0
526.15	617500.0	216700.0	-3368.0
526.2	616900.0	214100.0	-2640.0
526.25	608400.0	210700.0	-1716.0
526.3	595500.0	206600.0	-709.2
526.35	584300.0	202300.0	240.2
526.4	580100.0	198000.0	1042.0
526.45	585100.0	193600.0	1685.0
526.5	596400.0	189200.0	2207.0
526.55	608900.0	184500.0	2712.0
526.6	616400.0	179500.0	3258.0
526.65	614900.0	174500.0	3829.0
526.7	605000.0	170000.0	4377.0
526.75	590800.0	166100.0	4836.0
526.8	578500.0	162600.0	5159.0
526.85	573500.0	159300.0	5341.0
526.9	578200.0	155800.0	5363.0
526.95	590400.0	151600.0	5213.0
527.0	604600.0	146600.0	4970.0
527.05	614400.0	142000.0	4722.0
527.1	615500.0	138900.0	4504.0
527.15	607900.0	137800.0	4291.0
527.2	594900.0	137900.0	3976.0
527.25	582600.0	137700.0	3495.0
527.3	576600.0	136100.0	2847.0
527.35	579900.0	133500.0	2103.0
527.4	591900.0	131600.0	1363.0
527.45	606800.0	131900.0	591.5
527.5	617900.0	134800.0	-212.0
527.55	620800.0	139400.0	-1020.9999999999999
527.6	614200.0	143900.0	-1808.0
527.65	601300.0	147000.0	-2548.0
527.7	588200.0	148700.0	-3232.0
527.75	581200.0	150500.0	-3893.0
527.8	583400.0	154100.0	-4593.0
527.85	594000.0	160100.0	-5373.0
527.9	608200.0	167700.0	-6207.0
527.95	619300.0	174800.0	-7029.0
528.0	621900.0	180000.0	-7737.0
528.05	613400.0	183200.0	-8297.0
528.1	597800.0	186100.0	-8646.0
528.15	582100.0	190700.0	-8830.0
528.2	573200.0	197900.0	-8983.0
528.25	574500.0	206200.0	-9285.0
528.3	584900.0	213300.0	-9791.0
528.35	598900.0	217500.0	-10380.0
528.4	609600.0	219100.0	-10770.0
528.45	611300.0	220200.0	-10770.0
528.5	602700.0	222600.0	-10360.0
528.55	587700.0	226900.0	-9690.0
528.6	573300.0	231500.0	-9067.0
528.65	565800.0	234100.0	-8692.0
528.7	568100.0	233000.0	-8553.0
528.75	578300.0	228900.0	-8452.0
528.8	591200.0	224400.0	-8115.0
528.85	601000.0	221900.0	-7395.0
528.9	602800.0	221900.0	-6378.0
528.95	595800.0	222100.0	-5260.0
529.0	583300.0	220000.0	-4222.0
529.05	571400.0	214200.0	-3338.0
529.1	565100.0	206100.0	-2613.0
529.15	567000.0	198700.0	-1930.0
529.2	576500.0	194100.0	-1137.0
529.25	588800.0	192200.0	-212.9
529.3	598200.0	190700.0	702.7
529.35	600200.0	186900.0	1462.0
529.4	593800.0	179600.0	2084.0
529.45	581800.0	170300.0	2709.0
529.5	569500.0	162100.0	3446.0
529.55	562700.0	157200.0	4249.0
529.6	564900.0	155200.0	4940.0
529.65	574800.0	153400.0	5279.0
529.7	587600.0	149200.0	5201.0
529.75	597600.0	142400.0	4903.0
529.8	600600.0	135000.0	4703.0
529.85	595300.0	130100.0	4744.0
529.9	584300.0	128800.00000000001	4968.0
529.95	572800.0	130000.0	5123.0
530.0	566700.0	131100.0	5007.0
530.05	568700.0	130100.0	4504.0
530.1	578000.0	127200.0	3745.0
530.15	589700.0	124900.0	2934.0
530.2	599100.0	125800.0	2312.0
530.25	602100.0	130500.0	1895.0
530.3	598000.0	136800.0	1573.0
530.35	589000.0	142000.0	1149.0
530.4	579100.0	144600.0	490.4
530.45	572900.0	145500.0	-351.9
530.5	573000.0	147100.0	-1205.0
530.55	578900.0	151400.0	-1973.0
530.6	587100.0	158400.0	-2650.0
530.65	593400.0	166400.0	-3324.0
530.7	595200.0	172900.0	-4053.0
530.75	591200.0	177100.0	-4842.0
530.8	583200.0	179800.0	-5588.0
530.85	574400.0	183300.0	-6198.0
530.9	567700.0	189000.0	-6707.0
530.95	565700.0	196600.0	-7170.0
531.0	568900.0	204000.0	-7661.0
531.05	574800.0	209500.0	-8218.0
531.1	580600.0	212400.0	-8758.0
531.15	583700.0	213700.0	-9123.0
531.2	582500.0	215100.0	-9261.0
531.25	577600.0	217800.0	-9214.0
531.3	571100.0	221600.0	-9090.0
531.35	565700.0	224800.0	-9022.0
531.4	563000.0	225800.0	-9053.0
531.45	564500.0	224200.0	-9061.0
531.5	569400.0	221400.0	-8916.0
531.55	575100.0	219200.0	-8606.0
531.6	578500.0	218600.0	-8177.0
531.65	578300.0	218500.0	-7662.0
531.7	574700.0	216900.0	-7086.0
531.75	569500.0	212800.0	-6449.0
531.8	565000.0	207100.0	-5767.0
531.85	562900.0	201800.0	-5068.0
531.9	563400.0	198200.0	-4399.0
531.95	566300.0	196100.0	-3744.0
532.0	570800.0	193600.0	-3040.0
532.05	575400.0	189200.0	-2278.0
532.1	578000.0	182600.0	-1505.0
